"1","1466"
"2","573"
"3","250"
"4","178"
"5","111"
"6","105"
"7","92"
"8","63"
"9","67"
"10","55"
"11","45"
"12","51"
"13","31"
"14","24"
"15","29"
"16","25"
"17","33"
"18","27"
"19","19"
"20","30"
"21","14"
"22","18"
"23","10"
"24","18"
"25","13"
"26","8"
"27","11"
"28","11"
"29","9"
"30","9"
"31","6"
"32","10"
"33","10"
"34","11"
"35","6"
"36","4"
"37","3"
"38","4"
"39","5"
"40","7"
"41","4"
"42","5"
"43","4"
"46","5"
"47","1"
"48","2"
"49","4"
"50","3"
"51","2"
"52","2"
"53","2"
"54","1"
"55","4"
"57","2"
"59","2"
"60","2"
"61","1"
"63","4"
"64","3"
"65","1"
"66","3"
"69","2"
"70","1"
"71","2"
"73","1"
"76","1"
"77","1"
"79","1"
"80","1"
"87","1"
"90","1"
"101","1"
"104","1"
"108","1"
"109","1"
"115","1"
"120","1"
"124","2"
"126","1"
"131","1"
"138","1"
"141","1"
"159","1"
"187","1"
"188","1"
"189","1"
"200","1"
"215","1"
"235","1"
"257","1"
"271","1"
"500","1"
