"1","44"
"2","33"
"3","22"
"4","18"
"5","21"
"6","9"
"7","12"
"8","11"
"9","8"
"10","6"
"11","5"
"12","13"
"13","7"
"14","2"
"15","5"
"16","5"
"17","9"
"18","7"
"19","7"
"20","4"
"21","4"
"22","6"
"23","7"
"24","5"
"25","6"
"26","6"
"27","3"
"28","5"
"29","4"
"30","4"
"31","6"
"32","2"
"33","3"
"34","3"
"35","2"
"36","3"
"37","5"
"38","2"
"39","2"
"40","2"
"41","2"
"42","5"
"43","6"
"45","2"
"46","5"
"47","5"
"48","5"
"50","1"
"51","3"
"52","5"
"54","1"
"55","2"
"56","3"
"57","3"
"58","1"
"59","3"
"60","3"
"61","4"
"62","2"
"63","1"
"66","1"
"67","3"
"68","2"
"70","3"
"71","3"
"72","2"
"73","1"
"74","5"
"76","1"
"77","1"
"78","1"
"79","5"
"80","1"
"81","2"
"84","2"
"86","2"
"87","2"
"89","1"
"91","2"
"92","1"
"94","2"
"96","1"
"97","1"
"98","1"
"100","1"
"102","1"
"104","1"
"107","1"
"108","1"
"111","1"
"112","2"
"114","1"
"115","2"
"116","1"
"117","1"
"118","1"
"119","1"
"120","3"
"122","1"
"123","3"
"124","2"
"126","1"
"127","1"
"131","1"
"135","1"
"138","2"
"143","2"
"144","1"
"145","1"
"148","1"
"151","1"
"152","1"
"153","1"
"155","2"
"157","2"
"158","2"
"160","1"
"161","2"
"164","1"
"167","1"
"168","1"
"169","1"
"170","1"
"171","2"
"172","1"
"176","3"
"179","1"
"180","1"
"182","3"
"184","2"
"189","1"
"190","2"
"193","1"
"194","3"
"201","2"
"202","1"
"203","1"
"205","1"
"207","1"
"208","2"
"209","1"
"210","1"
"211","1"
"213","1"
"219","1"
"222","2"
"227","1"
"229","2"
"230","1"
"231","1"
"236","1"
"238","2"
"240","3"
"244","2"
"250","1"
"252","1"
"253","1"
"255","2"
"256","1"
"257","1"
"258","2"
"260","1"
"261","1"
"262","1"
"265","1"
"267","1"
"269","2"
"270","1"
"274","2"
"276","1"
"281","2"
"285","1"
"286","1"
"287","1"
"290","1"
"293","1"
"294","1"
"297","1"
"299","1"
"301","1"
"304","1"
"307","1"
"308","2"
"309","1"
"312","3"
"313","1"
"314","1"
"315","1"
"317","2"
"321","1"
"323","1"
"324","1"
"327","1"
"329","1"
"330","1"
"334","1"
"343","1"
"348","1"
"351","1"
"356","1"
"357","1"
"360","1"
"370","2"
"373","1"
"375","1"
"379","1"
"382","1"
"387","1"
"392","2"
"393","1"
"397","1"
"399","2"
"403","1"
"405","1"
"407","1"
"413","1"
"414","1"
"427","1"
"440","1"
"441","1"
"444","1"
"447","3"
"454","1"
"457","1"
"460","1"
"471","1"
"493","1"
"495","1"
"496","1"
"497","2"
"508","2"
"512","1"
"513","1"
"515","1"
"517","1"
"520","1"
"530","1"
"533","1"
"536","1"
"543","1"
"548","1"
"555","2"
"577","1"
"589","1"
"596","1"
"597","1"
"603","1"
"621","1"
"631","1"
"639","1"
"647","1"
"650","1"
"666","1"
"679","2"
"700","1"
"710","1"
"712","2"
"724","1"
"725","1"
"729","1"
"735","1"
"742","1"
"744","1"
"745","1"
"749","1"
"754","1"
"755","1"
"770","1"
"774","1"
"776","1"
"779","1"
"809","1"
"824","1"
"828","1"
"829","2"
"835","1"
"858","1"
"878","1"
"886","1"
"889","1"
"907","1"
"915","1"
"942","1"
"943","1"
"951","1"
"960","1"
"976","1"
"978","1"
"992","1"
"1033","1"
"1034","1"
"1044","1"
"1051","1"
"1073","1"
"1092","1"
"1094","1"
"1096","1"
"1102","1"
"1121","1"
"1123","1"
"1164","1"
"1171","1"
"1173","1"
"1205","1"
"1207","1"
"1231","1"
"1257","1"
"1259","1"
"1305","1"
"1306","1"
"1309","1"
"1320","1"
"1329","1"
"1364","1"
"1383","1"
"1445","1"
"1477","1"
"1493","1"
"1499","1"
"1500","1"
"1516","1"
"1541","1"
"1583","1"
"1602","1"
"1607","1"
"1645","1"
"1700","1"
"1701","1"
"1721","1"
"1789","1"
"1805","1"
"1826","1"
"1893","1"
"1898","1"
"1919","1"
"1931","1"
"1960","1"
"1989","1"
"2038","1"
"2095","1"
"2149","1"
"2155","1"
"2166","1"
"2190","1"
"2191","1"
"2228","1"
"2399","1"
"2416","1"
"2557","1"
"2567","1"
"2588","1"
"2680","1"
"2685","1"
"2708","1"
"2770","1"
"2873","1"
"2945","1"
"2957","1"
"2964","1"
"3033","1"
"3050","1"
"3071","1"
"3122","1"
"3208","1"
"3214","1"
"3234","1"
"3275","1"
"3277","1"
"3444","1"
"3452","1"
"3641","1"
"4040","1"
"4094","1"
"4215","1"
"4694","1"
"4816","1"
"5041","1"
"5525","1"
"5546","1"
"5582","1"
"5663","1"
"5714","1"
"5956","1"
"6088","1"
"6131","1"
"6426","1"
"7124","1"
"7428","1"
"7472","1"
"7650","1"
"7955","1"
"7963","1"
"8006","1"
"8099","1"
"8717","1"
"9841","1"
"9966","1"
"10508","1"
"11928","1"
"13366","1"
"14170","1"
"14499","1"
"15721","1"
"17877","1"
"19392","1"
"19665","1"
"20796","1"
"21416","1"
"23247","1"
"25787","1"
"27717","1"
"34828","1"
"37214","1"
"37383","1"
"37977","1"
"39487","1"
"40653","1"
"42284","1"
"44059","1"
"63662","1"
"80841","1"
"84111","1"
"136669","1"
