"1","32"
"2","24"
"3","15"
"4","18"
"5","12"
"6","7"
"7","6"
"8","11"
"9","5"
"10","4"
"11","5"
"12","4"
"13","5"
"14","4"
"15","2"
"16","6"
"17","6"
"18","4"
"19","6"
"20","2"
"21","4"
"22","2"
"23","2"
"24","2"
"25","1"
"26","4"
"27","3"
"28","2"
"29","1"
"30","3"
"31","3"
"33","1"
"34","2"
"36","1"
"37","1"
"38","2"
"39","1"
"40","1"
"42","3"
"43","3"
"45","1"
"46","2"
"47","1"
"48","2"
"50","1"
"51","1"
"52","4"
"54","2"
"55","1"
"58","1"
"59","2"
"60","1"
"61","2"
"63","2"
"67","3"
"68","2"
"70","1"
"72","1"
"74","1"
"77","1"
"79","3"
"80","2"
"81","2"
"84","1"
"86","1"
"87","1"
"89","1"
"91","2"
"92","1"
"94","2"
"97","1"
"98","1"
"99","1"
"100","1"
"102","1"
"107","1"
"108","1"
"111","1"
"112","1"
"114","1"
"115","1"
"118","1"
"120","2"
"122","1"
"123","2"
"124","1"
"126","1"
"127","1"
"132","1"
"135","1"
"143","2"
"144","1"
"145","1"
"148","1"
"150","1"
"153","1"
"155","2"
"157","2"
"158","1"
"160","1"
"161","2"
"164","1"
"167","1"
"168","1"
"170","2"
"171","2"
"172","1"
"174","1"
"176","2"
"179","1"
"180","1"
"182","3"
"184","1"
"189","1"
"190","1"
"194","1"
"195","1"
"201","1"
"203","1"
"205","1"
"207","1"
"208","1"
"210","1"
"211","1"
"213","1"
"217","1"
"219","1"
"222","2"
"229","2"
"238","2"
"240","2"
"244","2"
"250","1"
"252","1"
"253","1"
"255","2"
"258","4"
"260","1"
"262","1"
"265","1"
"267","1"
"274","2"
"276","1"
"283","1"
"285","1"
"286","1"
"287","1"
"290","1"
"293","1"
"294","1"
"297","1"
"299","1"
"301","1"
"304","1"
"306","1"
"307","2"
"308","1"
"309","1"
"312","1"
"314","1"
"315","1"
"317","1"
"321","1"
"324","1"
"329","1"
"330","1"
"334","1"
"343","1"
"345","1"
"348","2"
"351","1"
"356","1"
"357","1"
"360","1"
"363","1"
"370","2"
"373","1"
"375","1"
"379","1"
"382","1"
"387","1"
"392","1"
"399","2"
"403","1"
"405","1"
"407","1"
"413","1"
"414","1"
"425","1"
"427","1"
"440","1"
"441","1"
"444","1"
"447","3"
"454","1"
"457","1"
"460","1"
"471","1"
"493","1"
"495","1"
"496","1"
"497","2"
"508","1"
"511","1"
"512","2"
"515","1"
"520","1"
"530","1"
"533","1"
"536","1"
"540","1"
"555","2"
"577","1"
"579","1"
"589","1"
"597","1"
"603","1"
"621","1"
"631","1"
"638","1"
"639","1"
"647","1"
"650","1"
"662","1"
"666","1"
"679","2"
"700","1"
"710","1"
"712","2"
"725","1"
"730","1"
"735","1"
"744","1"
"749","1"
"754","2"
"755","1"
"768","2"
"776","1"
"806","1"
"808","1"
"809","1"
"816","1"
"817","1"
"824","1"
"828","1"
"829","2"
"835","1"
"860","1"
"878","1"
"889","1"
"907","1"
"915","1"
"940","1"
"943","1"
"959","1"
"966","1"
"971","1"
"976","1"
"978","1"
"992","1"
"1033","1"
"1034","1"
"1044","1"
"1051","1"
"1060","1"
"1076","1"
"1079","1"
"1092","1"
"1094","1"
"1096","1"
"1102","1"
"1121","1"
"1123","1"
"1164","1"
"1171","1"
"1173","1"
"1205","1"
"1207","1"
"1231","1"
"1250","1"
"1257","1"
"1259","1"
"1305","2"
"1306","1"
"1309","1"
"1320","1"
"1364","1"
"1412","1"
"1477","1"
"1493","1"
"1499","1"
"1500","1"
"1516","2"
"1541","1"
"1583","1"
"1599","1"
"1602","1"
"1603","1"
"1645","1"
"1691","1"
"1700","1"
"1701","1"
"1721","1"
"1789","1"
"1805","1"
"1826","1"
"1893","1"
"1916","1"
"1919","1"
"1960","1"
"1989","1"
"2038","1"
"2095","1"
"2115","1"
"2149","1"
"2155","1"
"2166","1"
"2190","1"
"2191","1"
"2228","1"
"2337","1"
"2364","1"
"2416","1"
"2435","1"
"2557","1"
"2567","1"
"2588","1"
"2680","1"
"2685","1"
"2708","1"
"2770","1"
"2873","1"
"2945","1"
"2957","1"
"2964","1"
"3033","1"
"3046","1"
"3050","1"
"3071","1"
"3214","1"
"3275","1"
"3277","1"
"3281","1"
"3444","1"
"3452","1"
"3641","1"
"4066","1"
"4215","1"
"4816","1"
"5041","1"
"5148","1"
"5525","1"
"5546","1"
"5582","1"
"5714","1"
"5950","1"
"5956","1"
"6088","1"
"6131","1"
"6426","1"
"7124","1"
"7428","1"
"7472","1"
"7650","1"
"7941","1"
"7955","1"
"7963","1"
"8006","1"
"8099","1"
"8499","1"
"8728","1"
"9841","1"
"9966","1"
"11928","1"
"13366","1"
"14170","1"
"14499","1"
"15721","1"
"17877","1"
"19392","1"
"19665","1"
"20796","1"
"21416","1"
"23247","1"
"25208","1"
"27717","1"
"34828","1"
"36997","1"
"37383","1"
"37977","1"
"39487","1"
"40653","1"
"42284","1"
"44059","1"
"63662","1"
"80841","1"
"84111","1"
"136669","1"
